"CommentID","AuthorChannelID","AuthorDisplayName","Comment","PublishedAt"
"Ugy3J91SagsbAjR6V6h4AaABAg","UCkHEnBmWmtTeJvbTbKDZToQ","GULSHAN nabieva","Ugh",2020-06-26 00:19:52
"UgxbEqHl8VS5vsBfUwh4AaABAg","UCI8ENnGGoGn-9PMr2FO4VhQ","SuddenShaboii","Guys it’s true i was the baby",2020-06-26 00:19:08
"UgwxcHynY2G9hmUdRxV4AaABAg","UCkEiRZ2tk5jPJwX2b58Mu2A","kayla posey","it won’t let me sign up to text you guys :( can someone help me out? it says u have to be 13+ so I did 2006 as the birthday year but it still didn’t work. can someone help me out? please and thank you.",2020-06-26 00:17:48
"UgwVCk2ZGI_Ybg9PNX54AaABAg","UCga-JH_EHJR9gSZq_Qkzkgg","misha Papush","Why would they film an actual birth",2020-06-26 00:14:48
"UgzzLLmrnuyZp9rXeqp4AaABAg","UCaG4yAy3NrBI6gLW9LFcoMw","Jaden Lmao","This is on my reccomended",2020-06-26 00:14:45
"UgwV9Ain9TiV_C2HqeV4AaABAg","UCHHzJ68TZCp3mr1-p9h60Gw","Midari’s Wife","No hate but why do people expose their kids at such a young age?!",2020-06-26 00:13:50
"Ugx550oNU6dUxYtQWxN4AaABAg","UCQp5NlSjGNOFxrbhpThOQgQ","Oumou Barrie","Heyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyye!!!!!!!1",2020-06-26 00:13:13
"UgxBw7SZpGgUkhkWNMl4AaABAg","UClnwMu45qJ2ttmm-x_c3VGg","marley","uh anyways.... what yall want from popeyes?",2020-06-26 00:12:35
"Ugx3MDKghufStEBCSUp4AaABAg","UC4oikNZiy0XC4YEhZWXBw8Q","Janet Ramos","Omg she is a pro!!!!!",2020-06-26 00:12:02
"UgxJmh8VqbHk_CnURW54AaABAg","UCL2ghJvDBz4uoiK_ea-DMMQ","Apple_Plays YT","I love how he just puts the camera on the thing a we just look at to sleeling",2020-06-26 00:11:16
"UgxK8hTaJOtGVvPiQIB4AaABAg","UCeY2MT96iwjh4p3_RlkhR_Q","Genesis Hernandez","awwwwwwwww",2020-06-26 00:09:37
"UgzgmN1SQPqvhMsoXzF4AaABAg","UCWUtYoKnsWB_OSMw65M_e3g","Flakey Bean The fox !!!","N a s t y",2020-06-26 00:08:37
"UgxKXrrBtppEFmDFuEF4AaABAg","UCS534L5jeKsVQwPak84GzLw","A•R•M•Y Jungkookieee","AW THIS IS SO SWEET!!! I’m sure he will grow to be handsome and just as beautiful as the girls !!! 💙💙💙💙💙💙💙💙",2020-06-26 00:07:58
"UgwGq7zH8f9m24rGUF14AaABAg","UCbRgOlACG1m-A-7kWe1CYZA","Poggers","It’s kinda not cool that he is filming during labor like he is making sure he has a good angle instead of helping his wife keep calm",2020-06-26 00:07:22
"Ugyypq53aGl3ZLWB5DB4AaABAg","UCKAR7oGTV29YENqEIau7XgQ","Miguel Alvarez","Yk he really should be focusing on his baby instead of the camera",2020-06-26 00:06:49
"UgxSDAt9gIXlCBnhh5Z4AaABAg","UCWLqzhzDeonb3tjzxIHk7QA","Emma Lowe","🥺women really out here giving LIFE",2020-06-26 00:06:17
"UgzydfN-algAMgfLUU94AaABAg","UC08ISApf5Vwuh4b-jWpUqjg","Travis Stoaty","🔅🔆🔱💹🈯♻🎅🤶👼🧔👲😄😄💗💗🌸🌸  *God demonstrated His love to us by sending His Son Jesus Christ, who died and rose from the dead to Give us eternal life.*
*He also promised to heal your body.*
 (look up and ask HIM)",2020-06-26 00:06:03
"Ugw1z5Mf_7Hy0-KvCHl4AaABAg","UCGOLn4NmqduWGjFNBAYLHJw","The Senate","Why do you love the camera more than your child? Put it down and give the kid a normal life or they'll be a washed up loser like most child actors",2020-06-26 00:04:19
"UgyExTF-wbzH1LbUdGZ4AaABAg","UC0GCro1QiU-SPfmyMHIw_3Q","Grace Boo","You guys are the most perfect and happiest family ❤️😊🥺🥺",2020-06-26 00:03:24
"UgxAt4HmTZBib51aN2R4AaABAg","UCUnXHmeND-p01sZd5no7XMA","Tamara Sterling","Hey ace family can u name him justin",2020-06-26 00:03:20
"UgzwG4L4t7fbmijepvB4AaABAg","UCbFftCIifenYfYM_zytUxuA","Baboon Rampage","I swear she pregnant every video 💀💀💀",2020-06-26 00:01:55
"UgwUUIAoqmsk4M_t_Pl4AaABAg","UCwOhZTWD2cwpx8OKrilDYWQ","AAartista","I understand that Austin might not be everyone’s favorite but just leave it’s not that hard to keep scrolling if you see them on YouTube",2020-06-26 00:01:44
"Ugw9FxDq4h6LLplcIYF4AaABAg","UCkfAk35JZblYD10FUU00brA","Hussain Martins","Austin's so lame 🙄. Y couldn't he deliver 😂",2020-06-26 00:01:37
"Ugz4U1AL4evYZXZW-rh4AaABAg","UC5arjeLxahf-TNXFwDzuQ5g","Haribo 42","Wth",2020-06-26 00:01:23
"Ugy3-tDsdKoebGpLLIx4AaABAg","UCkfAk35JZblYD10FUU00brA","Hussain Martins","Austin's so lame 🙄. Y couldn't he deliver 😂",2020-06-26 00:01:13
"Ugx2dXu9u3CQkcSejTx4AaABAg","UC3J_jfsuvjYe1Pi1eZ1zoPA","saniya Magabo","How many kids is all gone have like keep your legs close for once.",2020-06-26 00:00:34
"Ugy-htpqvNFCegkmSUl4AaABAg","UC6ziswFMluLdl4eSPS553AA","Shirley Anderson","Why is he so focused on the camera?????? Then to come back and cry in the camera????",2020-06-26 00:00:24
"Ugz0RyjxtZphQL9RHZR4AaABAg","UC9hlOu31_NxpZT6bx7nUiBw","fannis Umanzor","& he still gonna cheat on her lmao",2020-06-26 00:00:10
"UgyUqvYZV3E8OQuvL_54AaABAg","UCDBzO9OH4Y8MgfRnoSQFiZw","Miracle Brown","The way austin was crying when he put the camera down omgggg it melts my heart ❤ I've been here since elle was in her stomach and omgg I love this family so much❤ congratulations Ace Familyyyy❤ I love you guys ❤",2020-06-26 00:00:03
"Ugwo4e_cKd50naWUTht4AaABAg","UC9hlOu31_NxpZT6bx7nUiBw","fannis Umanzor","The fake family",2020-06-25 23:59:48
"UgzQ5PnLp2-LejzGpp94AaABAg","UCecoNQ2rcpwfXeddTYhypAg","uhhh.sydney","yes catherine!!!!!! i cant even IMAGINEEEEEEEEE birth yet, you are super strong! so proudd",2020-06-25 23:59:22
"UgzjbqccVCim_LqRyxd4AaABAg","UC3bfKYyguSh4so7hzFRgOPg","Andrik Eduardo","Favorite hobby: having kids",2020-06-25 23:58:40
"UgxGfMhBlkSE_-MSb7F4AaABAg","UCZ_yvSIWESGWn8nox4ThANw","Xans Pows","im just ready so when they get irrelevant again they can have another kid",2020-06-25 23:58:16
"Ugz10DfhFyipOQWQhDh4AaABAg","UC6ziswFMluLdl4eSPS553AA","Shirley Anderson","CAN WE GET A LINK TO HER PSYCHIC???",2020-06-25 23:57:54
"Ugy7-AKBJPbHWoG8fwF4AaABAg","UCJnQF-46vWiK38a37m8RwiQ","Jay Moore","I’m happy for you all!!",2020-06-25 23:57:53
"UgyyJYa5bbO7RSfHPnR4AaABAg","UCeY2MT96iwjh4p3_RlkhR_Q","Genesis Hernandez","omg yay i am so happy for both of you",2020-06-25 23:57:49
"Ugy-Z2KUoJ8mjDgqvMR4AaABAg","UCjkxZxWqkafjmWkJpb7nhAA","Thomas Z","The most fake fuckin family on the internet. I honestly hate them more then the Kardashians.",2020-06-25 23:57:28
"Ugwh5XR5A3IxkrVScWJ4AaABAg","UC8nlUTuuGoe8d24o7OzSicQ","Shazarah Khan","Why do girls have to go through this?!?!?",2020-06-25 23:56:35
"Ugw9MGysNPK_AD_4-EJ4AaABAg","UCEcP9WDdbi9ZJ1iBPEsoDpw","Tanya Oyardo","Ok this is off topic but their bathroom is the size of my maybe my HOUSE ok congrats ❤",2020-06-25 23:56:34
"UgynivFwE6c48aI4WFl4AaABAg","UCnmbgnebhoq-082HauEnkVQ","sheila maestas","i am so proud of catherine and he is handsome",2020-06-25 23:56:21
"Ugw-_WL2AgrfadyH6TR4AaABAg","UC63VsNGRYBFGcyDijcPlTXQ","xxrubyxx","Been here since elle was only months old, so precious to see this🥺",2020-06-25 23:56:20
"UgyC29MqzfVhw26rMn94AaABAg","UCxbFH-it0pucZHB0qOSh6Bg","RSD CLAN OFFICAL","Dont expose ur child on the internet he will bullied at school for the cringe",2020-06-25 23:53:59
"UgzE4meqFwEtf2R7Ckd4AaABAg","UCecoNQ2rcpwfXeddTYhypAg","uhhh.sydney","this comment section is so rude, just be proud for them .",2020-06-25 23:53:47
"Ugx6nFotyUBNtY4t7c54AaABAg","UCu06ZQSC080lI1z4xuXYasA","Alexander Hernandez","Another kid for views yay👀😊❤️",2020-06-25 23:52:38
"UgwFUNUZ9_zDsqo8ryN4AaABAg","UCBrL4uWQao37oj8PCTfzLfQ","Ladie Braden","a lil personal posting the whole birthing process 🙈",2020-06-25 23:52:19
"UgzpzgK-Kj1yKk2-eQh4AaABAg","UC-9PWAiw5zp5ByEL2IMDBaw","Arbab therealone","This fandom is dumb stupid or dumb",2020-06-25 23:52:03
"UgxdpGUzmk7dOUNDKsh4AaABAg","UC58nIbdlftMx6zIqMMPVhXg","thealiciawilson","aww🥺Austin’s crying made me cry 🥺💓",2020-06-25 23:51:59
"UgxXzFd6tCmxpPgdUoZ4AaABAg","UCONLTX5-n1k4B4yKkUNzxtw","kim_taehyungs_earring","Bruh wtf let her rest she’s probably very tired giving birth and having a big belly",2020-06-25 23:51:46
"Ugx7kjlP9dnbmtVr7m94AaABAg","UCRg5_XclZnsqGeyj-py70PQ","Taylor brown","Who CARES",2020-06-25 23:51:08
"Ugzpx-FH1LcJoE7gylF4AaABAg","UCPZPEyD-U_eTa1t7RNca_SA","Chelsie Herrera","Sad win a Baby Bring Brother",2020-06-25 23:50:29
"UgxhxCS7WUycIa6uxct4AaABAg","UCFnA5IZtI8xhRbxlEy-y5Uw","Jeffrey Perry","You should have helped deliver your son",2020-06-25 23:50:09
"UgwSV7jXnU0tK2cz1iZ4AaABAg","UCQ0bgdi1aQho8GjCsS88QTg","Kaimaliaokalenakai Harbottle","So happy for you",2020-06-25 23:50:01
"UgyoWEB87UX7Q59i2rl4AaABAg","UCegh1DzowkohCJX2M2YOjtQ","Elisa Suarez","Her nip slipped-💀💀",2020-06-25 23:49:33
"UgyP8jOLD625KJYF0X14AaABAg","UCZ26IFOwsbfx1kYMHcWIERQ","diane kilo see","Stop using your kids so you can get more money.",2020-06-25 23:49:29
"Ugzp5GfHCxoS-cN1xct4AaABAg","UCCAXhIrnEgc1b1bZH2ByD2w","Busiswa Mbadamana Mlola Nolwando Ovayo","Austin is the best dad ever 😭🎉🎉🎉🎉",2020-06-25 23:49:09
"Ugx9jcyMtDGu1hdGRtx4AaABAg","UCaxnH9GGORzMAbHJt33VjbA","cece ramdeo","I cried real tearsssss😩😭🤧🥺🥺 Catherine’s sooo stronggg 💪❤️",2020-06-25 23:49:08
"UgwBrI9TxYXAXZgN_rd4AaABAg","UCOHzIGXjp_Hf5Gn22rpTIlg","Ghdmikeee Yt","Awww that's a cute baby boy",2020-06-25 23:48:31
"UgwxBlXcfbUwhJ81qKV4AaABAg","UCc5XVpREsuN5ZbPElBOllZA","Vangelene Correa","I cried too",2020-06-25 23:48:19
"Ugx6c-6vOp5E8wTSsRJ4AaABAg","UCPx-tx2_GDtZ-Dv3RIr_dKA","rob kjm","follow my ig 
@
playboiiiii._",2020-06-25 23:48:04
"UgwTZikFd_pY3OqJEXZ4AaABAg","UCnODvU9F2lMjN0nm9goCFDQ","Estefania Quintero","I actually cried, congratulations ACE FAMILY ❤️",2020-06-25 23:47:28
"UgyBEMg7MeSP8ss7nIJ4AaABAg","UCIjW7ExNFzLa7mXx5auCefw","Ebonee F","0:37 omg . looks like ur physic was right .",2020-06-25 23:47:27
"UgzLY0Q9mdFZUEfqTjh4AaABAg","UCebcGQa22LQbNs3H8gGJG7g","JulesNotTaken","Wait didn’t they say they were gonna do a water birth",2020-06-25 23:46:56
"UgxmgcQIkc7TxSSvStV4AaABAg","UCewvEngDux-bpkZ0IkZpTng","Jeniah Geoffray","I saw it he is finally here",2020-06-25 23:46:55
"UgzwbI0NEw3VNktqg-J4AaABAg","UC6jGk0OqK4dTLlfa9CvBBUA","Crispy","When are you gonna stop uploading",2020-06-25 23:46:07
"Ugw0XuprhEpyPl5qJg94AaABAg","UCecoNQ2rcpwfXeddTYhypAg","uhhh.sydney","0:28 WOWW",2020-06-25 23:45:40
"UgxRZlNF6ccsxgzUuvV4AaABAg","UCOz69pWC6k2hhxrwkJzKNCQ","2k subs for this egg with notis on","Fuck the people that say who ever reads this will be a billionaire Like for them to see",2020-06-25 23:45:36
"UgzEFdiJkN22tWk4p4p4AaABAg","UCJzHuP6kmtNnJajmxRhC9cA","Danicia Baiden","You tube really be having people out here living a good life",2020-06-25 23:45:32
"UgxNfQM6TpDynK9IZdd4AaABAg","UCCoNltRJMqrfxL-3KnJRb9w","Nina Cam","Im so frikin happy!! Congrats guys!! Im literally in tears😢 I love you all so much! To Austin, you're gonna be a great dad! And to Catherine, you have always been a great mother! I look up to you guys. Yall are truly an inspiration😢💓",2020-06-25 23:45:31
"UgzyI3QZNYUdrEiKmzR4AaABAg","UCVHWEnSE77zhOwRWxYo65dQ","Maryam 786 Maryam 786","Hi the Ace family Congratulations ALLAH Bless you ❤😘🌷",2020-06-25 23:45:30
"UgzzY9a9ofZW1tL4KKF4AaABAg","UCVDuij5XGGZ0hCmbVQyLE8Q","Chloe W","He thought *he’d* get scarred delivering the baby? How about how women *literally,* physically end up scarred giving birth? I hardly ever watch their videos because he’s a sexist, cheating bastard. And no, having daughters doesn’t automatically mean you’re not a sexist. He can say they’re his “princesses” as much as he wants but he objectifies the fuck out of his wife - and that’s not to mention his *ridiculously* antiquated beliefs. Hope she continues to do the majority of the parenting, and doesn’t allow him to bring their son up to be anything like him.",2020-06-25 23:44:44
"UgwGUrKz4OqiX1Ms_l54AaABAg","UCCgKpzp0p9A2dNxssaBa4Sw","Suzanne Crawley","Bless you Austin.",2020-06-25 23:44:21
"Ugwnjp-U0b6ylkHrOJZ4AaABAg","UCSDXIDLgZ-cjh4XYOvq6LlQ","maria.s","i know it must be hard especially knowing its going on youtube so your thinking you need to look good but im sure im speaking for everyone when i say you can just be yourself most women giving birth look hurrendous ( btw you are very brave )",2020-06-25 23:43:46
"UgwjPe_ax4B_YYwySNd4AaABAg","UCqSHUcAGw2dTSkw_tEBTFjA","Natalie Leon x","OMG even rewatching the rewind of the past reactions I still cried of joy again!!! I'm so happy for you guyssss",2020-06-25 23:43:15
"UgzthafucIWbEofDaod4AaABAg","UC8_sbD_QxalB1SRbDT7Mxjg","Bafraw Mahmudi","Why the fuck is there so much hate?! They had a KID, of course they’re going to record and keep the memories! There always have to be something wrong, seriously it’s disgusting how some of you are acting. They recorded it not only for them but for the fans, so shut the fuck up or skip.",2020-06-25 23:41:30
"UgzDX_ZjXVJYvUhJHhF4AaABAg","UC96nfr7rHy5jTFs7p6q_XGw","Billie Essence","Eeeek I love this video so much congrats u are amazing parents!",2020-06-25 23:41:16
"UgwgBxdYMce8GUQacD14AaABAg","UCor2m6k79SqEdyH3u3GVS_g","Fasineh Turay","Congratulations congratulations😱😱😱😱😱😱😱😱😱😱😱😍😍😍😍😍😍😍 I almost teared up😢",2020-06-25 23:41:16
"UgyXTcamnps1fpgd2E94AaABAg","UCDNIaKWTWgaGFmAvtkzDCQw","Julianna Cazares","I thought she was havin her baby at her house . 💀",2020-06-25 23:41:02
"UgxwyLP1LuwS6cyYTB94AaABAg","UCGg55zFu5My9exhbjt1xn4g","Tsan Uchiha","To the 16k people who disliked this video....






You did something right with your life. Congrats!  👍",2020-06-25 23:39:54
"Ugyv0hm3jLHX1UH1n154AaABAg","UCrJcDxqUEkocwEENNj7ucZA","KoolGamerC","Who is watching after royalty family gave birth",2020-06-25 23:39:42
"UgxS9cl9ONu-nbrZWCx4AaABAg","UC-5GZaKOIOQqmr9Sj4RntPw","Mia’s World","Congratulations 🎊",2020-06-25 23:39:37
"Ugww4vwkxTHyqkVpLWl4AaABAg","UCl5wa3CZe9xKTph115B-lNg","kiki boss","i love you guys",2020-06-25 23:39:04
"UgzNaeijGVKx2iz_pZB4AaABAg","UCPFaZef5dXMSRZauq46j4iQ","Chris Roque","Congratulations Ace family.Welcome to the world baby boy",2020-06-25 23:38:29
"Ugwq8TFeNFfE9-mZAj54AaABAg","UCUPirfKw6HgdZ_M5h90tPBA","Tessa Lopez","subscribe to my channel. and i been here sense ell",2020-06-25 23:38:24
"UgwTmwozlNhTTS-t2qJ4AaABAg","UCpF9mwfqdaR0eK0vUnuuTww","cappo","these niggas got a new child every mf week",2020-06-25 23:37:12
"UgwgytDs0VEgyk6h5Rl4AaABAg","UCtgehGQH_YhxzGqPJpeUKqg","Onioh. K","Maybe, just maybe 2020 isn't that bad",2020-06-25 23:34:13
"Ugx6aBJoa1Kn4EE60TV4AaABAg","UCd2JEeEZhttbkuF4xOcyH9Q","Brad Vincent","Why she make that seem like it was easy 🤯",2020-06-25 23:34:02
"UgwBCkYCBd6Episu7el4AaABAg","UCEmRh-hAXa_QmYcpaqvnqQw","1k subscribers plz The god","God bless you got your bab",2020-06-25 23:33:01
"Ugzv71-gsOuHkkfBAVt4AaABAg","UCxSAqSzCVE8pPyrJPPoWlkA","Prajyot Naik","It's a pandemic and why aren't ull wearing mask?",2020-06-25 23:32:11
"UgwZydprI7Ds4urR1I94AaABAg","UCegHJ3aa7XVnwEY9P0ZTAwg","duccck_y","Why is this on my recommended youtube I think you need help",2020-06-25 23:31:40
"UgwM6WcC5rq7gFSZQph4AaABAg","UCrWSJuWJZNb6Pjlt7zRI7QA","Cerys Evelyn","𝗔𝗵𝗵𝗵! 𝗧𝗵𝗲 𝗻𝗲𝘄 𝘃𝗶𝗱𝗲𝗼 𝗷𝘂𝘀𝘁 𝗱𝗿𝗼𝗽𝗽𝗲𝗱 𝗮𝗻𝗿 𝗻𝗼𝘄 𝗶 𝗵𝗮𝘃𝗲 𝗰𝗼𝗺𝗲 𝗯𝗮𝗰𝗸 𝘁𝗼 𝘄𝗮𝘁𝗰𝗵 𝘁𝗵𝗶𝘀 𝗮𝗴𝗮𝗶𝗻... 𝗜𝘁𝘀 𝘀𝗼 𝘀𝘄𝗲𝗲𝘁. 𝗦𝗼𝗺𝗲𝗼𝗻𝗲𝘀 𝗰𝘂𝘁𝘁𝗶𝗻𝗴 𝗼𝗻𝗶𝗼𝗻𝘀",2020-06-25 23:31:25
"UgyJk6ecZ4u3YZOqmk14AaABAg","UCCgKpzp0p9A2dNxssaBa4Sw","Suzanne Crawley","His name is Prince Austin",2020-06-25 23:31:16
"UgxCX0KWU6MyOVxz7ZB4AaABAg","UCAZ3UrQ49Oj5u2eAA05yhzw","Jesus Shuttleworth","I don’t give a single fuck",2020-06-25 23:30:08
"Ugwk8EibZBmZOg14ZpJ4AaABAg","UCL0q25D8ZezJ11oH2FC0BmA","Pixelz xp","But congrats",2020-06-25 23:29:59
"UgzZXQX-vRcnwCjRSC54AaABAg","UCL0q25D8ZezJ11oH2FC0BmA","Pixelz xp","But I still thank the content is fake because they is always a Exaggerating title and And a lot of two parters to keep the kids tuned in. The content is still fake",2020-06-25 23:29:51
"UgwZUIk5rUwEn6CToRx4AaABAg","UCqLUyy0dHgYePrxpsHHDfuQ","Xbxh Hdbd","No one: 
Ace family: records labor and delivery",2020-06-25 23:29:46
"UgzvvAD7McX-T3goW8F4AaABAg","UCbPouW1MVdiGEVFtkMwyvSQ","Isaiah Williams","awwwwww from the beginning to the end was cute and emotional🥰☺😞😩💖❣💕",2020-06-25 23:29:23
"Ugzuivs0sXlvY9fXCZd4AaABAg","UCblDgoN7lGyGug46qYi80Kg","Damien Townsel","that is the same hospital the royalty family gave birth in",2020-06-25 23:29:14
"UgyzcFKneo0LcuLrvQJ4AaABAg","UCHIhKj_RuFSCv3YpHouW45g","TheAxeliono","This is very random and i dunno if this will even make sense but I've never watched these people's videos but no matter who the people are or what they're like, when you see the birth of a child you really start to realize that love is the only thing that really matters at all",2020-06-25 23:28:51
"UgxOrbD45ca8CmkFsDh4AaABAg","UC70q46h9vnO4H7suEGfe29A","Leona Ibarra","Congrats he is beautiful 💞💞💞",2020-06-25 23:28:39
"UgxX2zr7QO6_MgTCATJ4AaABAg","UCuyaRtBmsZbM5N5uHFXha7g","Abria Abrams","Who’s Dolores Mcbroom",2020-06-25 23:27:52
"UgzY3H8M5NvOppUwBm14AaABAg","UCyffoq3O4-bMSAKfbSQCeEQ","Lindsey Love","Oops",2020-06-25 23:27:08
"UgzfWFUnx5zak7aBqz14AaABAg","UCptDDh83xJcihQFmIgMo_mw","Lily Stoen","OMG this is so hard heart warming",2020-06-25 23:27:02
"Ugx5so8Emwzjt-zWpNp4AaABAg","UChY0lqI3iaEzDEWwB01rAdA","CODIX SWETY","Congratulations",2020-06-25 23:26:53
"UgyKBQ8sLVa5iiAw2O54AaABAg","UCIW-cNcfn2dha_5RZQZfYYQ","Shuffled","umm, what is this... This community is brain dead.",2020-06-25 23:25:59
"Ugwb0qkCKPrWWAx-09F4AaABAg","UCKQSfWvlFdJwi-dYSqw1vnA","Gay Kid","Lol imagine using your baby for views lmao.",2020-06-25 23:25:36
"Ugyk1FmBUprwhv6YgSd4AaABAg","UCcFpPN2nbyFqWilKXqdp7tw","Tinsaye Eshate","Omg you guys are beautiful...",2020-06-25 23:25:27
"Ugw8J52QicAD075X5q14AaABAg","UCL0q25D8ZezJ11oH2FC0BmA","Pixelz xp","Even though I how much I don’t like the ace family. They done a lot of scummy things in the past. I do congrats them on there new born.",2020-06-25 23:25:09
"UgwA_UN_ySyrss9AOd54AaABAg","UChnYR4x01Isd5fC1ZiOOjsQ","Thaifi Agnes","Congrats 😭❤️",2020-06-25 23:25:08
"UgzlRxygtuzwVGEYAYl4AaABAg","UCVIXjaZE7K5ITKmPwBT_A2w","Ayoade Zeenat","Already 10 million views,yall are more than famous",2020-06-25 23:25:04
"UgxwQJEO0Q2VhRt7FdB4AaABAg","UC_H6c3DGKbVxtkyv_kBnHdQ","Samiya R","Am i the only one wondering what their new intro is gonna be",2020-06-25 23:24:48
"Ugwrc7z7Dh8r1Ycxdv54AaABAg","UCSU2eGeh0MVaGlOb74E-5YQ","Cristal Mendoza","This feels too personal to be on the internet",2020-06-25 23:24:32
"UgyIyrT6oICAl6tMydN4AaABAg","UCzR8T8kKU0t2H7_aMsuX5Eg","Galo Orozco","This shit is all fake",2020-06-25 23:24:09
"UgxSgqIwuM3altivJql4AaABAg","UC1eeKYHKvv4EQxospEBGiWw","Tarlainah Williams","Your such a strong woman Catherine 💪🏼 Keep up the good work ✨ Your amazing ✅ And a great role model 🤍 I LOVE YOU AND YOUR LIL FAMILY ❤️❤️",2020-06-25 23:23:55
"Ugz5vL2yT7r8aNhzWH94AaABAg","UC3HeWKfv88EsylalbVrrQ2w","KMK FAMILY","Congratulations this video made me she'd a tear😍❤️",2020-06-25 23:22:37
"UgwHLYd9lsKSDAaNDFx4AaABAg","UCP6za417lHcf-_NTTuCdTCg","Mr.pancake The third","2+1=3+1=4+2=6 hop you guys don't go crazy",2020-06-25 23:22:33
"Ugz3F-fo2cQR2q3FeAZ4AaABAg","UCSDMG6MTN0vDfOl8jVByHXA","Misty Mathis","I love you guys ❤️❤️❤️❤️💙❤️💙❤️💙❤️💙❤️",2020-06-25 23:22:12
"Ugw_ZiWzQvLxdZjw1XN4AaABAg","UCCvqNQe5XYLMn58URURPlVA","Seun Osim","CONGRATULATIONS!!! Such a joy to behold...My love to your family. x",2020-06-25 23:22:02
"UgyN4q1TbLG9P1ZvNox4AaABAg","UC9-V5u43UFmcjCZhYtc5PpQ","Shalu Rhode","Catherine makes giving birth look so easy😭😭😭",2020-06-25 23:21:11
"UgxwvrVI72lwhGRV5wp4AaABAg","UC_jEHLIIR4RGsSDxi-X_73g","aureja _","I'm so proud of you guys especially of Catherine! You're a big family now and it's so nice to see the kids growing old. I hope you're doing well and I hope you enjoy your first days with the baby boy. So so so so proud of you! I wish you all the best. Congratulations 🥳🎊❤",2020-06-25 23:20:30
"Ugzd1CMPzvi-mWnmgwR4AaABAg","UCjtpKjMP6L1EUb2StN2EUDA","Jønâh Xårø","Imagine being asleep and a guy comes out of his home screaming, YESSS!!!!!",2020-06-25 23:20:17
"Ugw_kq5Mz5VbN4a3n1h4AaABAg","UC-0-sU9vmoBbImjfzHHdYzA","benjikruil spraightwhiteboy","ANOTHER OLE",2020-06-25 23:20:17
"UgwuSdeP1t_KoI__8hh4AaABAg","UCif-yK41a05bHCBSxkJYHeQ","Matthew H","It’s kinda weird he’s more focused on the camera then his baby",2020-06-25 23:20:17
"UgywG236Bibyurwyn354AaABAg","UC93p8n343H9pF3Crdnql-5A","Shreeya Bhandari","congrats catherine nice job pushing",2020-06-25 23:19:52
"UgySiINVvz9gOSODCop4AaABAg","UC0CYKnNXfX39iMzyZSpWJDA","The Castro’s","Congratulations guys! 🎉🙏🏼❤️ subscribe to our families YouTube channel The Castro’s",2020-06-25 23:19:49
"UgwwYvVhniY5v4wYWQF4AaABAg","UCgarpqETpfbVY0mk1F_sL_Q","VON AND RIYAHS WORLD","Awwwwwww",2020-06-25 23:19:31
"UgzrIkuoGqjKDdx8IAl4AaABAg","UCPKj_yFcJSfNZ5_sGz-xucA","Carla Ross","Love you ace family  I almost  cried ❤❤❤❤❤❤ I hope I get  to see you one day",2020-06-25 23:18:16
"Ugw_1ZRU63qdgk_Qttp4AaABAg","UCWgumB9xRYCPjj_fHXh4l1w","Mahedi islam","🌹🌹🌹🏵",2020-06-25 23:18:14
"UgzHtc6HtQxUbAxemip4AaABAg","UC1YJoMUl3D8GhRBIq0xs7PQ","Asia Olivera","I love the ace family they are so amazing love there kids so much they are beautiful and smart ❤️",2020-06-25 23:17:47
"UgyoNG7emP2-H9DpciB4AaABAg","UCRibvyB1e8jjfpZRU0KfjYQ","saraii shaliaaa","I love the baby but anybody else see Catherine’s breast?",2020-06-25 23:16:58
"UgykFslaSc3kRiXC0gp4AaABAg","UCP1FtS_CYfP8fps-AQv6Yow","Daughter Of The Most High","Beware !!!!!
Jesus is coming, you might think I'm crazy but please trust me. We are living in the last days if you think things are bad it's just the beginning.
I am begging for your souls please please Repent of your sins!  Without Jesus Christ you will perish, you may think that your a good person and don't need God but you are sadly mistaken. No One is good but God himself we all have sinned and fell short from his standard of righteousness. Read God's word, repent of your sins, and trust in your savior Jesus Christ. He will give you a new heart and mind as you turn away from your sinful past and follow Jesus then he will grant you the gift of everlasting life. My friends' time is running out, even if you don't believe me read the gospel for yourselves see and taste how wonderful God is. Then you will realize just how wicked this world is and how deadly serious sin really is. We are all sinners and rightfully deserve hell but God loved us so much that his son Jesus Christ died for our sins on the cross. Don't try and save yourself, you can't go to heaven if your a good person or by doing good deeds. Jesus Christ is the ONLY way he is the truth and the light of mankind. My friends, there are only two options, Heaven, with our Lord Jesus Christ living in peacefulness and bliss for eternity or Hell eternal damnation and agonizing torture forever. There is no in-between you have to choose your fate.

REPENT   of your sins     REPENT     of your sins         REPENT     of your sins       REPENT  of your sins",2020-06-25 23:16:56
"UgzVskG9a8iQ76XnQR94AaABAg","UC2Z4D7anMAF5WFSXsJdBttQ","Vanessa Portillo","i thought she was delivering it at home",2020-06-25 23:15:51
"UgzQM-tdzn9xZ7m2xFd4AaABAg","UC4jvu8Bu4LP2JpWbLeQVOFA","sadie","40 minutes until the new videos out.",2020-06-25 23:15:45
